BASIN,YEAR,STATION,TT,HW,SF,TMA,TDR,sg_rich
RAN,2014,15,0.076875,0.163125,0,0.17625,0.00375,1.625
RAN,2014,16,0.40625,0.00375,0,0.02625,0.00375,1.125
RAN,2014,17,0.378125,0.01125,0.0075,0.00375,0,1.625
RAN,2014,18,0.40625,0.01875,0.01125,0.01875,0,2
RAN,2014,19,0.40625,0.01875,0.01125,0.01125,0,2
RAN,2014,20,0.2475,0.03,0,0.09937499999999999,0.01125,1.5
RAN,2014,21,0.46875,0.00375,0,0.0225,0,1.125
RAN,2014,22,0.346875,0.0225,0,0.02625,0,1.75
RAN,2014,23,0.346875,0.015,0.0075,0.02625,0.01125,1.75
RAN,2014,24,0.375,0.03,0.015,0,0.00375,2.5
RAN,2014,25,0.40625,0.02625,0,0.0075,0,1.875
RAN,2014,26,0.31875,0.06,0.00375,0,0.00375,2.125
RAN,2014,27,0.31875,0.01875,0.00375,0,0.0225,1.75
RAN,2014,28,0.178125,0.01125,0,0.03,0.00375,1.375
RAN,2014,29,0.234375,0.0075,0.00375,0.015,0,1.375
RAN,2014,30,0.346875,0.01875,0,0.0075,0.114375,1.625
RAN,2015,1,0.18520833333333334,0.01375,0.00375,0.03125,0,1.375
RAN,2015,2,0.11687499999999999,0.03125,0.00125,0.06916666666666667,0,1.8333333333333333
RAN,2015,3,0.18104166666666666,0.03375,0,0.01,0,1.7916666666666667
RAN,2015,4,0.14625,0.0225,0,0.02,0,1.4166666666666667
RAN,2015,5,0.13375,0.01625,0,0.03,0.0062499999999999995,1.1666666666666667
RAN,2015,6,0.13,0.021249999999999998,0,0.015,0.0025,1.0416666666666667
RAN,2015,7,0.10062499999999999,0.017499999999999998,0.00125,0.060625,0,1.2083333333333333
RAN,2015,8,0.078125,0.0075,0,0.045,0,0.5833333333333334
RAN,2015,9,0.13458333333333333,0.021249999999999998,0,0.045,0,0.9583333333333334
RAN,2015,10,0.017499999999999998,0.11687499999999999,0,0.078125,0,1.375
RAN,2015,11,0.01,0.078125,0,0.1875,0,0.9583333333333334
RAN,2015,12,0.11770833333333333,0.012499999999999999,0,0.09395833333333334,0,0.5833333333333334
RAN,2015,13,0.14791666666666667,0.03,0,0.044375,0,0.8333333333333334
RAN,2015,14,0.16791666666666666,0.02,0,0.06354166666666666,0.00125,0.7083333333333334
RAN,2015,15,0.12604166666666666,0.01,0.00125,0.049999999999999996,0,0.5416666666666666
RAN,2015,16,0.07125,0.00375,0.00375,0.11666666666666667,0,0.6666666666666666
RAN,2015,17,0.10229166666666667,0.01,0,0.06375,0,0.6666666666666666
RAN,2015,18,0.12604166666666666,0.02625,0.0025,0.055625,0.00125,0.7916666666666666
RAN,2015,19,0.079375,0.0075,0.008749999999999999,0.029375,0,0.9166666666666666
RAN,2015,20,0.123125,0.0075,0.0025,0.051875,0,0.75
RAN,2015,21,0.17041666666666666,0.01,0,0.024999999999999998,0,0.625
RAN,2015,22,0.10625,0.0225,0,0.02,0,0.75
RAN,2015,23,0.12229166666666666,0.0275,0.0025,0.0075,0,1.6666666666666667
RAN,2015,24,0.13916666666666666,0.0225,0.00125,0.056875,0.0075,1.0833333333333333
RAN,2015,25,0.089375,0.02,0,0.01875,0.07458333333333333,1.2083333333333333
RAN,2015,26,0.22166666666666668,0.0525,0.00375,0.01125,0.0025,1.7916666666666667
RAN,2015,27,0.15979166666666667,0.042499999999999996,0,0.0062499999999999995,0,1.6666666666666667
RAN,2015,28,0.225,0.02,0,0.015,0.0075,1.6666666666666667
RAN,2015,29,0.259375,0.02625,0.00375,0,0.00125,1.7916666666666667
RAN,2015,30,0.23916666666666667,0.034999999999999996,0.00125,0.00125,0.00125,1.6666666666666667
RAN,2016,1,0.07125,0.0525,0,0.105,0,1.625
RAN,2016,2,0.178125,0.163125,0,0.07125,0,2
RAN,2016,3,0.056249999999999994,0.09,0,0.0375,0.00375,1.875
RAN,2016,4,0.03,0.12,0,0.0525,0,2
RAN,2016,5,0.01125,0.01125,0,0.01875,0,0.75
RAN,2016,6,0.06,0.06,0,0.075,0,2
RAN,2016,7,0,0,0,0.0225,0,0
RAN,2016,8,0,0.0075,0,0.02625,0,0.25
RAN,2016,9,0.00375,0.0075,0,0.02625,0,0.375
RAN,2016,10,0,0.01875,0,0.02625,0,0.625
RAN,2016,11,0,0,0,0.01125,0,0
RAN,2016,12,0,0.0225,0,0.045,0,0.25
RAN,2016,13,0,0.10124999999999999,0,0.06,0,0.875
RAN,2016,14,0.0225,0.08625,0,0.04875,0,1.125
RAN,2016,15,0,0.00375,0,0.133125,0,0.125
RAN,2016,16,0,0.0075,0,0.0225,0,0.25
RAN,2016,17,0,0,0,0.075,0.041249999999999995,0
RAN,2016,18,0.088125,0.0075,0,0.2375,0.01875,0.75
RAN,2016,19,0,0.00375,0,0.4375,0,0.125
RAN,2016,20,0.015,0.06,0,0.2475,0.01875,1
RAN,2016,21,0,0.03375,0,0.105,0.1125,0.625
RAN,2016,22,0,0.045,0,0.118125,0.050625,1
RAN,2016,23,0.045,0.105,0,0.056249999999999994,0.0225,2
RAN,2016,24,0.0075,0.09,0,0.03,0.06375,1.25
RAN,2016,25,0.00375,0.204375,0,0.09,0.06375,1.125
RAN,2016,26,0.0675,0.07125,0,0.07125,0.08249999999999999,1.625
RAN,2016,27,0.290625,0.0225,0,0.075,0.00375,1.75
RAN,2016,28,0.204375,0.06,0,0.09,0,2
RAN,2016,29,0.321875,0.02625,0,0.09,0.045,1.875
RAN,2016,30,0.015,0.0375,0,0.045,0.0225,1.25
RAN,2017,1,0.04875,0.20625,0,0.1675,0.020624999999999998,1.625
RAN,2017,2,0.06937499999999999,0.2440625,0,0.13125,0.0225,1.875
RAN,2017,3,0.10875,0.1603125,0,0.205,0.020624999999999998,1.875
RAN,2017,4,0.046875,0.3078125,0,0.045,0.01125,1.5625
RAN,2017,5,0.039375,0.3484375,0,0.0075,0.009375,1.5625
RAN,2017,6,0.01125,0.453125,0,0.06,0,1.125
RAN,2017,7,0,0.06,0,0.058124999999999996,0.009375,0.75
RAN,2017,8,0,0.075,0,0.09281249999999999,0.15187499999999998,1
RAN,2017,9,0.001875,0.1828125,0,0.1909375,0.01875,1
RAN,2017,10,0,0,0,0.01875,0.084375,0
RAN,2017,11,0,0.080625,0,0.02625,0.058124999999999996,0.6875
RAN,2017,12,0.001875,0.3859375,0,0.0671875,0,1
RAN,2017,13,0.00375,0.2625,0,0.015,0.0225,1.125
RAN,2017,14,0.035625,0.2465625,0,0.013125,0.0440625,1.6875
RAN,2017,15,0.013125,0.239375,0,0.013125,0.03375,1.125
RAN,2017,16,0.001875,0.0075,0,0.015,0.09375,0.3125
RAN,2017,17,0.001875,0.258125,0,0.12,0.06937499999999999,1.0625
RAN,2017,18,0.00375,0.088125,0,0.0590625,0.23125,0.625
RAN,2017,19,0,0.016875,0,0.050624999999999996,0.143125,0.5625
RAN,2017,20,0.031875,0.291875,0,0.09,0.0534375,1.1875
RAN,2017,21,0,0.33,0,0.0746875,0.076875,1
RAN,2017,22,0,0.2484375,0,0.0665625,0.0675,1
RAN,2017,23,0.013125,0.40625,0,0.005625,0.08437499999999999,1.4375
RAN,2017,24,0.009375,0.2803125,0,0.0628125,0.0375,1.0625
RAN,2017,25,0.058124999999999996,0.29875,0,0.009375,0.1375,1.6875
RAN,2017,26,0.07125,0.2596875,0,0.031875,0.2921875,1.875
RAN,2017,27,0.12468749999999999,0.12,0,0.0075,0.3328125,1.9375
RAN,2017,28,0.1903125,0.1415625,0,0.0375,0.103125,2
RAN,2017,29,0.1509375,0.1696875,0,0.0225,0.0515625,1.9375
RAN,2017,30,0.1340625,0.103125,0,0.118125,0.07125,1.75
RAN,2018,1,0.1875,0.18875,0,0.04875,0.045,1.75
RAN,2018,2,0.17625,0.215625,0,0.02625,0.02625,1.875
RAN,2018,3,0.19125,0.275625,0,0.0675,0.0075,2
RAN,2018,4,0.129375,0.353125,0,0.0525,0.056249999999999994,1.875
RAN,2018,5,0.00375,0.346875,0,0.00375,0.01875,1.125
RAN,2018,6,0.00375,0.40625,0,0.01875,0,1.125
RAN,2018,7,0,0.378125,0,0.03375,0,1
RAN,2018,8,0,0.23249999999999998,0,0.045,0.078125,1
RAN,2018,9,0,0.01875,0,0.0525,0.0225,0.125
RAN,2018,10,0,0.200625,0,0.01125,0.046875,0.875
RAN,2018,11,0,0.234375,0,0.00375,0.0675,1
RAN,2018,12,0,0.12,0,0,0.246875,1
RAN,2018,13,0.135,0.200625,0,0,0.096875,1.5
RAN,2018,14,0,0,0,0,0.109375,0
RAN,2018,15,0,0,0,0,0,0
RAN,2018,16,0.01875,0.181875,0,0,0.078125,0.875
RAN,2018,17,0,0.0975,0,0.056249999999999994,0.096875,0.375
RAN,2018,18,0,0.103125,0,0.00375,0.24375,0.5
RAN,2018,19,0,0.534375,0,0.00375,0.01875,1
RAN,2018,20,0,0.40625,0,0.00375,0.045,1
RAN,2018,21,0.0075,0.409375,0,0,0.173125,1.25
RAN,2018,22,0,0.46875,0,0,0.056249999999999994,1
RAN,2018,23,0.01125,0.2625,0,0.0375,0.184375,1.375
RAN,2018,24,0.06375,0.31875,0,0.0675,0.09375,1.625
RAN,2018,25,0.06375,0.378125,0,0.0075,0.0375,1.625
RAN,2018,26,0.106875,0.35625,0,0.11624999999999999,0.09375,1.625
RAN,2018,27,0.40625,0.0225,0,0,0.01875,1.75
RAN,2018,28,0.4375,0.01875,0,0,0.01875,1.625
RAN,2018,29,0.33125,0.13125,0,0.045,0.11249999999999999,1.75
RAN,2018,30,0.0975,0.234375,0,0.144375,0.0375,1.75
RAN,2019,1,0.114375,0.103125,0,0.31,0.534375,1.875
RAN,2019,2,0.2375,0.06,0,0.09,0.015,2
RAN,2019,3,0.471875,0.015,0,0.07125,0.015,1.5
RAN,2019,4,0.5625,0.0075,0,0.06,0.0525,1.25
RAN,2019,5,0.234375,0.03,0,0.163125,0.16999999999999998,2
RAN,2019,6,0.06375,0.045,0,0.10124999999999999,0.0225,1.625
RAN,2019,7,0,0.09,0,0.118125,0.00375,1
RAN,2019,8,0,0.12,0,0.03,0.01125,1
RAN,2019,9,0,0.15,0,0.0225,0,1
RAN,2019,10,0,0.08249999999999999,0,0.075,0.015,0.75
RAN,2019,11,0.0075,0.178125,0,0.0225,0.0075,1.25
RAN,2019,12,0.0075,0.14625,0,0.02625,0.0075,1.25
RAN,2019,13,0,0.015,0,0.0225,0.00375,0.5
RAN,2019,14,0,0.01125,0,0.01875,0.00375,0.375
RAN,2019,15,0,0.155,0,0.27875,0.129375,0.75
RAN,2019,16,0.0375,0.04875,0,0.0375,0.3825,1.375
RAN,2019,17,0,0.11624999999999999,0,0.135,0.110625,0.875
RAN,2019,18,0.16125,0.105,0,0.135,0.1925,2
RAN,2019,19,0,0.2625,0,0.0675,0.04875,1
RAN,2019,20,0,0.29375,0,0.095625,0.02625,1
RAN,2019,21,0,0.234375,0,0.07125,0.015,1
RAN,2019,22,0.08625,0.19125,0,0.0525,0.0525,1.875
RAN,2019,23,0.045,0.15,0,0.105,0.073125,1.5
RAN,2019,24,0.148125,0.045,0,0.110625,0.5,2
RAN,2019,25,0.135,0.075,0,0.12,0,2
RAN,2019,26,0.11249999999999999,0.105,0,0.08625,0.0075,1.75
RAN,2019,27,0.290625,0.02625,0,0.041249999999999995,0.0075,1.875
RAN,2019,28,0.475,0.0075,0,0.02625,0,1.25
RAN,2019,29,0.178125,0.15,0,0.09,0.01125,2
RAN,2019,30,0.5,0.03,0,0.07875,0.5,2
RAN,2021,1,0.02625,0.11624999999999999,0,0.015,0,1.25
RAN,2021,2,0.15,0.045,0,0.075,0.00375,2
RAN,2021,3,0.178125,0.03,0,0.09,0.07875,2
RAN,2021,4,0.12,0.075,0,0.09,0.0225,2
RAN,2021,5,0.20625,0.02625,0,0.07125,0.045,1.875
RAN,2021,6,0.09,0.105,0,0.06,0.095625,2
RAN,2021,7,0.15,0.09,0,0.06,0.015,2
RAN,2021,8,0.0225,0.09,0,0.07125,0.210625,1.25
RAN,2021,9,0.08249999999999999,0.135,0,0.08625,0.03,1.75
RAN,2021,10,0,0.09,0,0.12,0.121875,1
RAN,2021,11,0,0.06,0,0.15,0.095625,1
RAN,2021,12,0,0.03,0,0.16125,0.36875,1
RAN,2021,13,0.0225,0.103125,0,0.10124999999999999,0.1125,1.25
RAN,2021,14,0,0.306875,0.1125,0.133125,0.01875,1.375
RAN,2021,15,0,0.163125,0,0.056249999999999994,0.06,1
RAN,2021,16,0.00375,0.11624999999999999,0,0.110625,0.18125,1
RAN,2021,17,0.01875,0.105,0,0.19125,0.141875,1.125
RAN,2021,18,0,0.12,0,0.163125,0.150625,1
RAN,2021,19,0,0.075,0,0.135,0.21,1
RAN,2021,20,0.0075,0.07125,0,0.06,0.045,1.125
RAN,2021,21,0,0.06,0,0.2475,0.110625,1
RAN,2021,22,0.015,0.105,0,0.07125,0.14375,1.5
RAN,2021,23,0.00375,0.03,0,0.08249999999999999,0.0075,1.125
RAN,2021,24,0.0375,0.07125,0,0.129375,0.076875,1.125
RAN,2021,25,0.105,0.0225,0,0.105,0.13874999999999998,1.75
RAN,2021,26,0.178125,0.01875,0,0.09,0.0675,1.625
RAN,2021,27,0.135,0.03,0,0.10124999999999999,0.121875,2
RAN,2021,28,0.178125,0.045,0,0.06,0.06,2
RAN,2021,29,0.105,0.105,0,0.03,0.21625,2
RAN,2021,30,0.09,0.13125,0,0.01875,0.2925,2
RAN,2022,1,0.03,0.12,0,0.015,0.01875,1.5
RAN,2022,2,0.09,0.06,0,0.02625,0.00375,2
RAN,2022,3,0.135,0.03,0,0.03375,0.00375,2
RAN,2022,4,0.178125,0.03,0,0.04875,0.0075,2
RAN,2022,5,0.135,0.00375,0,0.06,0.0225,1.125
RAN,2022,6,0.00375,0.105,0,0.08625,0,1.125
RAN,2022,7,0.03375,0.02625,0,0.0375,0,1.5
RAN,2022,8,0.01125,0.045,0,0.02625,0,1.375
RAN,2022,9,0.00375,0.045,0,0.01875,0.041249999999999995,1.125
RAN,2022,10,0,0.075,0,0.075,0,1
RAN,2022,11,0.0225,0.135,0,0.12,0,1.25
RAN,2022,12,0.00375,0.075,0,0.105,0.0225,1.125
RAN,2022,13,0,0.06,0,0.135,0.0225,1
RAN,2022,14,0.00375,0.056249999999999994,0,0.290625,0.115625,1
RAN,2022,15,0.01875,0.00375,0,0.2625,0.125,0.25
RAN,2022,16,0,0.06,0,0.163125,0.109375,1
RAN,2022,17,0.0225,0.088125,0,0,0,0.75
RAN,2022,18,0.07875,0.148125,0,0.12,0.118125,1.625
RAN,2022,19,0.00375,0.11249999999999999,0,0.10875,0.0075,0.875
RAN,2022,20,0.02625,0.06,0,0.0075,0,1.375
RAN,2022,21,0.0225,0.045,0,0.08625,0.00375,1.25
RAN,2022,22,0,0.105,0,0.045,0,1
RAN,2022,23,0.00375,0.041249999999999995,0,0.10124999999999999,0.158125,1
RAN,2022,24,0.084375,0.01875,0,0.01125,0.0225,1
RAN,2022,25,0.06,0.045,0,0.02625,0.08625,2
RAN,2022,26,0.135,0.045,0,0.045,0.01125,2
RAN,2022,27,0.12,0.045,0,0.01875,0.02625,2
RAN,2022,28,0.178125,0,0,0.11624999999999999,0.11249999999999999,1
RAN,2022,29,0.135,0.0225,0,0.105,0.0075,1.75
RAN,2022,30,0.105,0.045,0,0.0375,0.041249999999999995,2
RAN,2023,1,0.075,0.15,0,0.03,0.00375,2
RAN,2023,2,0.09,0.03,0,0.09,0.0075,2
RAN,2023,3,0.01875,0.07125,0,0.015,0,1.5
RAN,2023,4,0.105,0.105,0.00375,0.056249999999999994,0,2.125
RAN,2023,5,0.105,0.03,0,0.15,0,2
RAN,2023,6,0.02625,0.12,0,0.12,0,1.375
RAN,2023,7,0.0225,0.075,0,0.135,0,1.75
RAN,2023,8,0.01125,0.075,0.00375,0.133125,0,1.5
RAN,2023,9,0.07125,0.045,0,0.2075,0,1.875
RAN,2023,10,0.00375,0.20625,0,0.06,0,1.125
RAN,2023,11,0,0.06,0,0.118125,0.041249999999999995,1
RAN,2023,12,0.045,0.041249999999999995,0,0.075,0.00375,1.375
RAN,2023,13,0,0.08625,0,0.105,0.06375,0.875
RAN,2023,14,0.085625,0.088125,0,0.08625,0.00375,1.375
RAN,2023,15,0.00375,0.07125,0,0.08625,0.01875,1
RAN,2023,16,0,0.290625,0,0.00375,0.106875,1
RAN,2023,17,0,0.31875,0,0.01875,0.041249999999999995,1
RAN,2023,18,0,0.378125,0,0.03,0,1.25
RAN,2023,19,0.0075,0.105,0,0.20625,0.03,1.25
RAN,2023,20,0.03,0.135,0,0.163125,0.06375,1.5
RAN,2023,21,0.00375,0.178125,0,0.15,0,1.125
RAN,2023,22,0.00375,0.19125,0,0.12,0,1.125
RAN,2023,23,0.03,0.178125,0,0.041249999999999995,0.0225,1.5
RAN,2023,24,0.0525,0.09,0,0.204375,0.06,1.75
RAN,2023,25,0.105,0.041249999999999995,0,0.12,0.045,1.875
RAN,2023,26,0.09,0.06,0,0.06,0.02625,2
RAN,2023,27,0.15,0.135,0.0075,0.178125,0,2.25
RAN,2023,28,0.06,0.09,0,0.06,0.00375,2
RAN,2023,29,0.12,0.041249999999999995,0,0.178125,0,1.875
RAN,2023,30,0.163125,0.075,0,0.0525,0.075,2
RKB,2007,1,0.625,0,0,0.00375,0,1
RKB,2007,2,0.346875,0.075,0.06375,0.01125,0,2.625
RKB,2007,3,0.59375,0,0,0.0225,0,1
RKB,2007,4,0.71875,0,0,0.015,0,1
RKB,2007,5,0.234375,0.045,0.16125,0.0225,0,3
RKB,2007,6,0.321875,0.06,0.189375,0.01125,0,3
RKB,2007,7,0.78125,0.02625,0.0075,0,0,1.625
RKB,2007,8,0.6875,0.0075,0,0,0,1.25
RKB,2007,9,0.59375,0.0225,0,0,0.0075,1.25
RKB,2007,10,0.5625,0.15,0.03,0.0075,0,2.5
RKB,2007,11,0.4125,0.02625,0.118125,0.01125,0,2.875
RKB,2007,12,0.353125,0.01125,0.045,0.02625,0,2.375
RKB,2007,13,0.12,0.0225,0.133125,0.03,0,2.75
RKB,2007,14,0.103125,0.02625,0.2475,0.02625,0,2.875
RKB,2007,15,0.5625,0.00375,0.06,0.00375,0,2.125
RKB,2007,16,0.471875,0.103125,0.01125,0.02625,0,2.375
RKB,2007,17,0.0075,0.546875,0.02625,0,0.01875,1.625
RKB,2007,18,0.6875,0.0075,0.06,0.07125,0,2.25
RKB,2007,19,0.5625,0.01125,0.133125,0.015,0,2.375
RKB,2007,20,0.295,0.01875,0.471875,0.015,0,2.125
RKB,2007,21,0.53125,0.075,0.118125,0.01125,0,3
RKB,2007,22,0.5625,0.02625,0.045,0.01125,0,2.875
RKB,2007,23,0.353125,0.0525,0.250625,0.03,0,2.75
RKB,2007,24,0.281875,0.07125,0.31,0.0075,0,2.875
RKB,2007,25,0.59375,0.00375,0,0.03375,0,1.125
RKB,2007,26,0.78125,0.00375,0,0.00375,0,1.125
RKB,2007,27,0.46875,0.09,0,0.0375,0,2
RKB,2007,28,0.84375,0,0,0.00375,0,1
RKB,2007,29,0.47625,0.12,0,0.01125,0,1.625
RKB,2007,30,0.75,0,0,0.00375,0,1
RKB,2007,31,0.65625,0.01125,0,0.015,0,1.375
RKB,2008,1,0.71875,0,0,0,0,1
RKB,2008,2,0.46875,0.06,0,0,0,2
RKB,2008,3,0.409375,0.118125,0.01125,0,0,2.375
RKB,2008,4,0.4375,0.015,0,0.041249999999999995,0.00375,1.5
RKB,2008,5,0.53125,0.03375,0,0.06375,0,1.625
RKB,2008,6,0.375,0.105,0.0075,0.02625,0,2.25
RKB,2008,7,0.290625,0.105,0.02625,0.0675,0,2.875
RKB,2008,8,0.346875,0.07125,0.00375,0.35,0.056249999999999994,2
RKB,2008,9,0.46875,0.00375,0,0.10124999999999999,0,1.125
RKB,2008,10,0.375,0.0525,0.00375,0.219375,0,1.875
RKB,2008,11,0.5,0,0,0.00375,0,1
RKB,2008,12,0.5625,0.00375,0,0.00375,0,1.125
RKB,2008,13,0.378125,0.0675,0.045,0.091875,0,2.75
RKB,2008,14,0.346875,0.02625,0.041249999999999995,0.04875,0,2.75
RKB,2008,15,0.260625,0.135,0.148125,0,0,3
RKB,2008,16,0.409375,0.03,0.041249999999999995,0.0075,0,2.875
RKB,2008,17,0.40625,0.02625,0.03,0.01875,0,2.375
RKB,2008,18,0.148125,0.0675,0.4375,0,0,2.75
RKB,2008,19,0.234375,0.06,0.163125,0.01875,0,3
RKB,2008,20,0.375,0.01875,0.045,0.041249999999999995,0,2.625
RKB,2008,21,0.189375,0.19125,0.088125,0.041249999999999995,0.01875,3
RKB,2008,22,0.40625,0.01125,0.03,0.015,0.00375,2.375
RKB,2008,23,0.409375,0.0225,0.09,0.01875,0,2.75
RKB,2008,24,0.394375,0.03375,0.088125,0.0525,0,2.625
RKB,2008,25,0.35,0.045,0.073125,0.0075,0,3
RKB,2008,26,0.03,0.20625,0.2625,0.045,0.0225,2.5
RKB,2008,27,0.53125,0.0075,0,0.01875,0.00375,1.25
RKB,2008,28,0.40625,0,0,0.02625,0.01875,1
RKB,2008,29,0.375,0.09,0.00375,0.01125,0,2.125
RKB,2008,30,0.46875,0.105,0,0.01125,0,2
RKB,2008,31,0.5,0.01125,0,0.00375,0.00375,1.375
RKB,2009,1,0.59375,0.02625,0.0075,0.0225,0.01875,1.625
RKB,2009,2,0.59375,0.0375,0,0.06,0,1.25
RKB,2009,3,0.378125,0.06,0.095625,0.04875,0,2.75
RKB,2009,4,0.4375,0.08625,0,0.0075,0,1.875
RKB,2009,5,0.200625,0.041249999999999995,0.14625,0.015,0,2.75
RKB,2009,6,0.321875,0.03,0.06,0.0075,0,3
RKB,2009,7,0.8125,0,0,0.144375,0.0375,1
RKB,2009,8,0.2625,0.118125,0.015,0.140625,0.00375,2.5
RKB,2009,9,0.8125,0.01125,0.015,0.00375,0.01875,1.875
RKB,2009,10,0.875,0.00375,0,0,0,1.125
RKB,2009,11,0.29375,0.219375,0,0.03,0,2.125
RKB,2009,12,0.5,0.04875,0.04875,0.115625,0,2.25
RKB,2009,13,0.17625,0.091875,0.17625,0.0225,0,2.625
RKB,2009,14,0.29375,0.02625,0.14625,0.01875,0,2.875
RKB,2009,15,0.24875,0.0225,0.234375,0.01125,0,2.75
RKB,2009,16,0.38125,0.0075,0.06,0.041249999999999995,0,2.25
RKB,2009,17,0.321875,0.03,0.118125,0.0075,0,2.5
RKB,2009,18,0.09,0.0075,0.75,0.01875,0,2.25
RKB,2009,19,0.080625,0.03,0.31875,0.02625,0,2.25
RKB,2009,20,0.2475,0.041249999999999995,0.03,0.0375,0,2.875
RKB,2009,21,0.378125,0.03375,0.06,0.045,0,2.625
RKB,2009,22,0.5625,0.01875,0.03,0.00375,0,2.625
RKB,2009,23,0.09,0.015,0.38125,0.01875,0,2.5
RKB,2009,24,0.46875,0.015,0.075,0,0,2.5
RKB,2009,25,0.53125,0.015,0.041249999999999995,0,0,2.375
RKB,2009,26,0.3475,0.0375,0.1775,0,0,2.625
RKB,2009,27,0.875,0,0,0.00375,0.290625,1
RKB,2009,28,0.84375,0,0,0,0.12375,1
RKB,2009,29,0.625,0.00375,0,0,0.01875,1.125
RKB,2009,30,0.53125,0.041249999999999995,0,0,0.0075,1.875
RKB,2009,31,0.71875,0.00375,0,0.00375,0.1575,1.125
RKB,2010,1,0.12,0,0.59375,0.0225,0,1.625
RKB,2010,2,0.394375,0,0,0.09,0,1
RKB,2010,3,0.53125,0.00375,0,0.06,0,1.125
RKB,2010,4,0.46875,0.075,0.02625,0.03,0,2.875
RKB,2010,5,0.40625,0.056249999999999994,0.02625,0.11624999999999999,0,2.75
RKB,2010,6,0.5625,0.08625,0.075,0.0225,0,2.875
RKB,2010,7,0.4375,0.09,0.03,0.163125,0.01875,3
RKB,2010,8,0.4375,0.09,0.02625,0.135,0,2.875
RKB,2010,9,0.471875,0.09,0.045,0.0525,0,3
RKB,2010,10,0.4375,0.06,0.06,0.0975,0.0075,3
RKB,2010,11,0.2625,0.19125,0.234375,0.041249999999999995,0,3
RKB,2010,12,0.378125,0.06,0.19125,0.0675,0,3
RKB,2010,13,0.4375,0.03,0.03,0.0075,0,3
RKB,2010,14,0.5,0.0375,0.0075,0.04875,0.0225,2
RKB,2010,15,0.46875,0.045,0.0225,0.00375,0.01875,2.75
RKB,2010,16,0.53125,0,0,0,0,1
RKB,2010,17,0.5,0,0,0.08249999999999999,0.00375,1
RKB,2010,18,0.40625,0.06,0.00375,0.02625,0.01875,2.125
RKB,2010,19,0.290625,0.06,0.045,0.35,0,3
RKB,2010,20,0.40625,0.06,0.041249999999999995,0.129375,0,2.875
RKB,2010,21,0.4375,0.08249999999999999,0.09,0.06375,0,2.75
RKB,2010,22,0.346875,0.075,0.015,0.105,0.01875,2.5
RKB,2010,23,0.378125,0.10124999999999999,0.0375,0.15,0,2.625
RKB,2010,24,0.5,0.12,0.075,0,0,2.5
RKB,2010,25,0.015,0.09,0,0.09,0,1.5
RKB,2010,26,0.4375,0.04875,0,0.0075,0,1.625
RKB,2010,27,0.4375,0,0,0.0075,0.07875,1
RKB,2010,28,0.53125,0.02625,0,0.01875,0.0375,1.375
RKB,2010,29,0.40625,0.056249999999999994,0,0.144375,0,1.375
RKB,2010,30,0.5625,0.01125,0,0.118125,0,1.375
RKB,2010,31,0.346875,0.06,0,0.041249999999999995,0,1.5
RKB,2011,1,0.59375,0.00375,0,0,0.0075,1.125
RKB,2011,2,0.5625,0.09375,0,0,0,1.625
RKB,2011,3,0.59375,0,0,0,0,1
RKB,2011,4,0.53125,0.0075,0,0.01875,0,1.25
RKB,2011,5,0.409375,0.03,0.00375,0.08249999999999999,0.00375,2.125
RKB,2011,6,0.378125,0.2475,0.03375,0.00375,0,2.625
RKB,2011,7,0.46875,0,0,0.045,0,1
