BASIN,YEAR,STATION,TT,HW,SF,TMA,TDR,sg_rich
RKB,2011,8,0.290625,0.0525,0.03375,0.12,0.00375,2.375
RKB,2011,9,0.2625,0.01125,0,0.105,0,1.375
RKB,2011,10,0.12,0.045,0.415625,0.04875,0,2.5
RKB,2011,11,0.234375,0.105,0.0225,0.1875,0,2.75
RKB,2011,12,0.178125,0.105,0.075,0.204375,0.0075,3
RKB,2011,13,0.53125,0.0225,0,0.041249999999999995,0,1.75
RKB,2011,14,0.5,0.06375,0.00375,0.075,0,1.75
RKB,2011,15,0.40625,0.08625,0.0075,0.0675,0.01875,2.125
RKB,2011,16,0.40625,0.03,0,0.00375,0,1.5
RKB,2011,17,0.4375,0.10124999999999999,0.0075,0.01875,0.00375,2.125
RKB,2011,18,0.29375,0.135,0.02625,0.02625,0.00375,2.875
RKB,2011,19,0.40625,0.07875,0.12,0.0225,0,2.625
RKB,2011,20,0.4375,0.178125,0.15,0.03,0,3
RKB,2011,21,0.378125,0.08625,0.135,0.0075,0.01875,2.875
RKB,2011,22,0.234375,0.12,0.015,0.135,0.0075,2.5
RKB,2011,23,0.346875,0.0225,0.00375,0.135,0.0375,1.875
RKB,2011,24,0.23875,0.04875,0.27875,0.20124999999999998,0,2.625
RKB,2011,25,0.265625,0.12,0.35625,0.03375,0,3
RKB,2011,26,0.46875,0.015,0.00375,0.0975,0.0225,1.625
RKB,2011,27,0.35,0.105,0.056249999999999994,0.08625,0,2.875
RKB,2011,28,0.31875,0.15,0.045,0.0225,0,3
RKB,2011,29,0.65625,0.01125,0.045,0.08625,0,2.375
RKB,2011,30,0.59375,0.0075,0,0.06375,0,1.25
RKB,2011,31,0.46875,0,0,0.045,0.04875,1
RKB,2012,1,0.2625,0.015,0.015,0.01875,0,2
RKB,2012,2,0.31875,0.03,0.015,0.03375,0,2.5
RKB,2012,3,0.321875,0.03,0,0.38125,0,2
RKB,2012,4,0.2625,0.02625,0,0.53125,0.00375,1.875
RKB,2012,5,0.40625,0.0375,0,0.01875,0,1.75
RKB,2012,6,0.2625,0.09,0.0075,0,0,2.25
RKB,2012,7,0.20625,0.045,0.01875,0.09,0,2.75
RKB,2012,8,0.321875,0.03,0.03,0.075,0,3
RKB,2012,9,0.20625,0.06,0.03,0.53125,0,3
RKB,2012,10,0.5625,0.015,0.0075,0,0.00375,1.75
RKB,2012,11,0.4375,0.045,0,0.01125,0,2
RKB,2012,12,0.346875,0.09,0.015,0.02625,0.00375,2.5
RKB,2012,13,0.375,0.03,0.0225,0.01125,0.015,2.75
RKB,2012,14,0.234375,0.045,0.01875,0.105,0.01125,2.625
RKB,2012,15,0.234375,0.1425,0.17625,0.06937499999999999,0,2.875
RKB,2012,16,0.234375,0.03,0.03,0.06,0,2.5
RKB,2012,17,0.31875,0.02625,0.0225,0.075,0.073125,2.625
RKB,2012,18,0.163125,0.03,0.149375,0.471875,0,2.5
RKB,2012,19,0.20625,0.0225,0.06,0.5625,0.0075,2.75
RKB,2012,20,0.46875,0.01875,0.03,0.0525,0.03375,2.625
RKB,2012,21,0.4375,0.0375,0.02625,0.03,0.0375,2.625
RKB,2012,22,0.148125,0.105,0.075,0.06375,0.00375,3
RKB,2012,23,0.378125,0.0375,0.03,0.02625,0,2.75
RKB,2012,24,0.4375,0.09,0.03,0.056249999999999994,0,3
RKB,2012,25,0.12,0.07125,0.075,0.75,0,2.875
RKB,2012,26,0.46875,0.01125,0,0.03,0.0225,1.375
RKB,2012,27,0.53125,0.0225,0.00375,0.0375,0,1.875
RKB,2012,28,0.46875,0.09,0,0,0,2
RKB,2012,29,0.440625,0,0,0,0.00375,1
RKB,2012,30,0.59375,0.01125,0,0.00375,0,1.375
RKB,2012,31,0.5,0,0.00375,0.0375,0.041249999999999995,1.125
RKB,2013,1,0.346875,0.0225,0,0.265625,0,1.75
RKB,2013,2,0.346875,0.09,0,0.11624999999999999,0,2
RKB,2013,3,0.2625,0.06,0.0075,0.234375,0,2.25
RKB,2013,4,0.178125,0.075,0.02625,0.135,0,2.875
RKB,2013,5,0.375,0.045,0.00375,0.045,0,2.125
RKB,2013,6,0.40625,0.075,0.01125,0.00375,0,2.375
RKB,2013,7,0.2625,0.075,0.00375,0.0525,0.06375,2.125
RKB,2013,8,0.375,0.0375,0.02625,0.15,0,2.625
RKB,2013,9,0.234375,0.041249999999999995,0.03,0.09,0.041249999999999995,2.875
RKB,2013,10,0.4375,0.135,0.075,0.10124999999999999,0.01875,3
RKB,2013,11,0.346875,0.15,0.15,0.07875,0,3
RKB,2013,12,0.20625,0.12,0.041249999999999995,0.03375,0.0225,2.875
RKB,2013,13,0.40625,0.056249999999999994,0.163125,0.409375,0,2.875
RKB,2013,14,0.290625,0.075,0.01875,0.07875,0.0225,2.625
RKB,2013,15,0.20625,0.03375,0.00375,0.135,0.01875,1.75
RKB,2013,16,0.59375,0.105,0.15,0.041249999999999995,0,3
RKB,2013,17,0.53125,0.10124999999999999,0.178125,0.03375,0,2.875
RKB,2013,18,0.1725,0.135,0.2625,0.07125,0,2.875
RKB,2013,19,0.4375,0.0225,0.01875,0.015,0,2.375
RKB,2013,20,0.2625,0.075,0.041249999999999995,0.08249999999999999,0,2.875
RKB,2013,21,0.159375,0.0375,0.10124999999999999,0.06375,0,2.5
RKB,2013,22,0.31875,0.03,0.00375,0.12,0,2.125
RKB,2013,23,0.234375,0.075,0.00375,0.056249999999999994,0,2.125
RKB,2013,24,0.375,0.01125,0,0.0375,0.01875,1.375
RKB,2013,25,0.4375,0.041249999999999995,0,0.03375,0,1.875
RKB,2013,26,0.46875,0.01125,0,0,0,1.375
RKB,2013,27,0.409375,0.0525,0,0.075,0.0075,1.75
RKB,2013,28,0.4375,0.0225,0.0075,0.03375,0,1.5
RKB,2013,29,0.35,0.03,0,0.0525,0.0225,2
RKB,2013,30,0.31875,0,0,0.06,0.01875,1
RKB,2013,31,0.375,0,0,0.03375,0,1
RKB,2014,1,0.46875,0.03,0,0.219375,0.00375,2
RKB,2014,2,0.4375,0.02625,0,0.0675,0,1.875
RKB,2014,3,0.29375,0.045,0.00375,0.091875,0,2.125
RKB,2014,4,0.415625,0.03,0.0225,0.38125,0,2.75
RKB,2014,5,0.40625,0.01875,0.0075,0,0,1.875
RKB,2014,6,0.40625,0.02625,0.01875,0.045,0,2.5
RKB,2014,7,0.46875,0.01875,0.03,0.00375,0,2.625
RKB,2014,8,0.4375,0.03,0.045,0.084375,0,3
RKB,2014,9,0.35,0.02625,0.041249999999999995,0.205625,0,2.75
RKB,2014,10,0.375,0.015,0.00375,0.118125,0,1.625
RKB,2014,11,0.375,0.06,0.01875,0.0525,0,2.625
RKB,2014,12,0.17625,0.148125,0.02625,0.09,0,2.875
RKB,2014,13,0.290625,0.0375,0.03,0.075,0,2.25
RKB,2014,14,0.290625,0.03,0.01875,0.0525,0,2.625
RKB,2014,15,0.375,0.041249999999999995,0.075,0.0225,0,2.875
RKB,2014,16,0.40625,0.015,0.01125,0.0225,0.01875,1.875
RKB,2014,17,0.5,0.0225,0.06,0,0,2.75
RKB,2014,18,0.375,0.041249999999999995,0.105,0.015,0.01125,2.875
RKB,2014,19,0.105,0.06,0.2625,0.045,0,2.5
RKB,2014,20,0.31875,0,0.00375,0.04875,0,1.125
RKB,2014,21,0.13125,0.01125,0.0225,0.06,0,2
RKB,2014,22,0.20625,0,0.0075,0.105,0,1.25
RKB,2014,23,0.20625,0.00375,0,0.2225,0,1.125
RKB,2014,24,0.15,0,0,0.19125,0,1
RKB,2014,25,0.46875,0.0225,0,0.0225,0,1.75
RKB,2014,26,0.31875,0.01125,0,0.01125,0,1.375
RKB,2014,27,0.31875,0,0,0.01125,0,1
RKB,2014,28,0.5625,0.01125,0,0.02625,0,1.375
RKB,2014,29,0.234375,0,0.015,0.075,0,1.5
RKB,2014,30,0.2625,0.041249999999999995,0.00375,0.178125,0,2
RKB,2014,31,0.409375,0.02625,0.00375,0.0375,0,2
RKB,2015,1,0.484375,0.00375,0.00375,0.0665625,0,1.25
RKB,2015,2,0.221875,0.163125,0.020624999999999998,0.325,0.095625,2.4375
RKB,2015,3,0.59375,0.0375,0.001875,0.001875,0,1.5625
RKB,2015,4,0.5625,0.073125,0.001875,0.005625,0,1.75
RKB,2015,5,0.4234375,0.02625,0.009375,0.15562499999999999,0,1.9375
RKB,2015,6,0.3921875,0.028124999999999997,0.0075,0.090625,0,1.9375
RKB,2015,7,0.53125,0.039375,0.050624999999999996,0.00375,0.00375,2.5
RKB,2015,8,0.4390625,0.031875,0.043125,0.0609375,0,2.75
RKB,2015,9,0.346875,0.0975,0.140625,0.0890625,0,3
RKB,2015,10,0.31875,0.06,0.20625,0.0525,0,2.75
RKB,2015,11,0.40625,0.020624999999999998,0.015,0.01125,0.013125,2.1875
RKB,2015,12,0.3203125,0.013125,0.0075,0.2803125,0.0390625,1.6875
RKB,2015,13,0.136875,0.03,0.03,0.12,0.01125,2.625
RKB,2015,14,0.1875,0.01875,0.073125,0.07875,0.009375,2
RKB,2015,15,0.2625,0.020624999999999998,0.058124999999999996,0.065625,0.009375,2.375
RKB,2015,16,0.3765625,0.0075,0.024375,0.0375,0,2.0625
RKB,2015,17,0.40625,0.016875,0.045,0.016875,0,2.5625
RKB,2015,18,0.39375,0.03,0.234375,0.031875,0,2.75
RKB,2015,19,0.421875,0.01125,0.0890625,0.015,0,2.375
RKB,2015,20,0.515625,0.016875,0,0.009375,0,1.3125
RKB,2015,21,0.390625,0.0075,0.005625,0.0375,0.001875,1.4375
RKB,2015,22,0.3921875,0,0,0.073125,0,1
RKB,2015,23,0.515625,0.001875,0.001875,0.001875,0,1.125
RKB,2015,24,0.421875,0,0,0.039375,0,1
RKB,2015,25,0.71875,0.005625,0.043125,0.046875,0,2.125
RKB,2015,26,0.5,0,0.001875,0.0375,0,1.0625
RKB,2015,27,0.30625,0.0075,0,0.1528125,0,1.25
RKB,2015,28,0.234375,0.005625,0.01875,0.2753125,0.01125,1.5625
RKB,2015,29,0.219375,0.001875,0.001875,0.3509375,0,1.125
RKB,2015,30,0.20625,0.056249999999999994,0.00375,0.36125,0.01125,2
RKB,2015,31,0.609375,0.02625,0,0.013125,0.001875,1.625
RKB,2016,1,0.5,0.00375,0,0.01875,0,1.125
RKB,2016,2,0.234375,0.01875,0.08625,0.135,0.01875,2.5
RKB,2016,3,0.105,0.0375,0.01125,0.20375,0.456875,2.125
RKB,2016,4,0.53125,0.06,0.00375,0.108125,0.02625,2.125
RKB,2016,5,0.321875,0.01125,0,0.384375,0.01125,1.375
RKB,2016,6,0.409375,0.056249999999999994,0.00375,0.138125,0,2
RKB,2016,7,0.165,0.13285714285714284,0.12214285714285714,0.2835714285714286,0.1392857142857143,2.7142857142857144
RKB,2016,8,0.53125,0.0225,0,0.13874999999999998,0.128125,1.75
RKB,2016,9,0.5225,0.0075,0,0.0075,0,1.25
RKB,2016,10,0.35,0.045,0,0.0225,0.00375,2
RKB,2016,11,0.234375,0.08625,0.133125,0.334375,0.17625,2.875
RKB,2016,12,0.5,0.0525,0.015,0.045,0.0225,2.25
RKB,2016,13,0.4375,0.0075,0.02625,0.01875,0.041249999999999995,1.625
RKB,2016,14,0.519375,0.01125,0.0075,0.01125,0.04875,1.625
RKB,2016,15,0.625,0.015,0.041249999999999995,0.00375,0.0225,2.375
RKB,2016,16,0.65625,0.01125,0.075,0.02625,0,2.375
RKB,2016,17,0.625,0.01125,0.15,0.041249999999999995,0.00375,2.375
RKB,2016,18,0.65625,0.00375,0.0225,0.041249999999999995,0.02625,1.875
RKB,2016,19,0.46875,0.00375,0,0.234375,0.0225,1.125
RKB,2016,20,0.471875,0.01125,0.015,0.065625,0.088125,1.875
RKB,2016,21,0.5,0.045,0.12,0.01125,0.00375,3
RKB,2016,22,0.5,0.00375,0.118125,0.01125,0,2.125
RKB,2016,23,0.46875,0.01125,0.015,0.03,0,1.875
RKB,2016,24,0.20625,0.01875,0.0075,0.12,0.041249999999999995,1.875
RKB,2016,25,0.5625,0,0.0075,0.0675,0.041249999999999995,1.25
RKB,2016,26,0.321875,0.00375,0.0075,0.384375,0.181875,1.375
RKB,2016,27,0.2625,0.01875,0.00375,0.114375,0.00375,1.75
RKB,2016,28,0.5625,0,0,0,0,1
RKB,2016,29,0.2625,0.00375,0,0.02625,0.0075,1.125
RKB,2016,30,0.78125,0,0,0,0,1
RKB,2016,31,0.5,0.015,0.0225,0.1625,0.045,2.25
RKB,2017,1,0.4421875,0.0571875,0,0.06937499999999999,0.009375,1.6875
RKB,2017,2,0.5171875,0.056249999999999994,0.001875,0.009375,0,1.6875
RKB,2017,3,0.135,0.11249999999999999,0.0075,0.1925,0,2.25
RKB,2017,4,0.1565625,0.046875,0.0225,0.1834375,0.009375,2.3125
RKB,2017,5,0.1640625,0.0225,0.01875,0.105,0.001875,2.125
RKB,2017,6,0.178125,0.0375,0.016875,0.103125,0.001875,2.0625
RKB,2017,7,0.06937499999999999,0.005625,0.001875,0.03375,0,0.8125
RKB,2017,8,0.3046875,0.0534375,0.001875,0.0896875,0.001875,1.875
RKB,2017,9,0.219375,0.054375,0.00375,0.03375,0,1.9375
RKB,2017,10,0.1640625,0.08249999999999999,0.043125,0.075,0,2.6875
RKB,2017,11,0.1275,0.0525,0.095625,0.169375,0.009375,2.6875
RKB,2017,12,0.1490625,0.04875,0.049687499999999996,0.3784375,0.01875,2.0625
RKB,2017,13,0.4234375,0.03,0.03375,0.07875,0.0234375,2.125
RKB,2017,14,0.409375,0.016875,0.0075,0.0815625,0.0815625,1.8125
RKB,2017,15,0.5484375,0.039375,0.001875,0,0.009375,1.875
RKB,2017,16,0.4703125,0.015,0,0.009375,0,1.25
RKB,2017,17,0.39375,0.0525,0.01125,0.065625,0,2.125
RKB,2017,18,0.5,0.01125,0.009375,0.02625,0.0225,1.6875
RKB,2017,19,0.3796875,0.020624999999999998,0.1021875,0.1125,0.001875,2.625
RKB,2017,20,0.453125,0.056249999999999994,0.050624999999999996,0.10875,0.001875,2.8125
RKB,2017,21,0.45625,0.0375,0.1040625,0.0375,0.001875,2.75
RKB,2017,22,0.40625,0.06,0.045,0.056249999999999994,0,2.75
RKB,2017,23,0.4234375,0.1771875,0.12,0.0525,0,3
RKB,2017,24,0.234375,0.041249999999999995,0.09937499999999999,0.06937499999999999,0,1.6875
RKB,2017,25,0.46875,0.005625,0.024375,0.035625,0,1.75
RKB,2017,26,0.2765625,0.0375,0.01125,0.08625,0,1.625
RKB,2017,27,0.39375,0.01875,0.0225,0.001875,0,1.875
RKB,2017,28,0.4328125,0.001875,0,0.041249999999999995,0.03,1.0625
RKB,2017,29,0.453125,0.02625,0,0.076875,0.009375,1.375
RKB,2017,30,0.334375,0,0,0.016875,0.00375,1
RKB,2017,31,0.59375,0,0,0,0,1
RKB,2018,1,0.53125,0,0,0.045,0,1
RKB,2018,2,0.440625,0.01125,0,0.07125,0.0375,1.375
RKB,2018,3,0.625,0.01875,0.01125,0.0075,0.075,2
RKB,2018,4,0.178125,0.135,0.08625,0.045,0.084375,2.875
RKB,2018,5,0.265625,0.135,0.056249999999999994,0.10124999999999999,0,2.875
RKB,2018,6,0.59375,0.0375,0,0.0225,0.09375,1.75
RKB,2018,7,0.234375,0.01125,0,0.105,0.01875,1.375
RKB,2018,8,0.15,0.105,0.041249999999999995,0.135,0,2.375
RKB,2018,9,0.378125,0.0375,0.00375,0.13125,0,1.875
RKB,2018,10,0.265625,0.12,0.045,0.15,0.0375,2.5
RKB,2018,11,0.471875,0.01125,0.00375,0.075,0.01875,1.5
RKB,2018,12,0.378125,0.0225,0,0.06,0.084375,1.25
RKB,2018,13,0.409375,0.06,0.12,0.0375,0.44375,3
RKB,2018,14,0.50625,0.02625,0,0.00375,0.35,1.375
RKB,2018,15,0.534375,0.00375,0.00375,0.140625,0.259375,1.25
RKB,2018,16,0.625,0,0,0.140625,0.131875,1
RKB,2018,17,0.471875,0.0975,0.105,0.121875,0.01875,2.75
RKB,2018,18,0.346875,0.02625,0.20625,0.11624999999999999,0,2.875
RKB,2018,19,0.4375,0.015,0.00375,0.11624999999999999,0,1.625
RKB,2018,20,0.290625,0.041249999999999995,0.00375,0.135,0.046875,2
RKB,2018,21,0.5,0.041249999999999995,0.015,0.09,0,2.375
RKB,2018,22,0.409375,0.178125,0.15,0.0525,0.0375,3.375
RKB,2018,23,0.5625,0,0.06,0.02625,0,2.125
RKB,2018,24,0.40625,0.041249999999999995,0.075,0.07875,0,2.875
RKB,2018,25,0.5625,0.015,0.03,0.09,0.00375,2.5
RKB,2018,26,0.59375,0.00375,0.0225,0.0075,0,1.875
RKB,2018,27,0.375,0.0375,0.03,0.01125,0.01875,2.75
RKB,2018,28,0.234375,0.0075,0,0.041249999999999995,0.056249999999999994,1.25
RKB,2018,29,0.321875,0.09,0.04875,0.075,0,2.625
RKB,2018,30,0.290625,0.09,0.00375,0.02625,0,2.125
RKB,2018,31,0.40625,0,0,0.0225,0,1
RKB,2019,1,0.346875,0.10124999999999999,0.065625,0.04875,0,1.875
RKB,2019,2,0.375,0.0075,0,0.01125,0,1.25
RKB,2019,3,0.440625,0.045,0,0.06,0,1.5
RKB,2019,4,0.375,0.01125,0,0.0975,0,1.375
RKB,2019,5,0.346875,0.0225,0,0.056249999999999994,0,1.75
RKB,2019,6,0.625,0.015,0.0075,0,0,1.75
RKB,2019,7,0.2625,0.041249999999999995,0.07125,0.12,0,2.75
RKB,2019,8,0.59375,0,0,0.0525,0.01875,1
RKB,2019,9,0.296875,0.01875,0.08625,0.135,0,2.5
RKB,2019,10,0.15375,0.0375,0.041249999999999995,0.135,0,2.375
RKB,2019,11,0.4375,0.045,0.0075,0.045,0,1.75
RKB,2019,12,0.378125,0.0375,0,0.0225,0.01875,1.75
RKB,2019,13,0.5,0.00375,0,0,0,1.125
RKB,2019,14,0.409375,0.10124999999999999,0.07125,0.0975,0,2.75
RKB,2019,15,0.346875,0.015,0,0.234375,0.01875,1.5
RKB,2019,16,0.59375,0,0,0.140625,0,1
RKB,2019,17,0.53125,0,0.0075,0.075,0,1.25
RKB,2019,18,0.65625,0,0.01875,0.054375,0,1.625
RKB,2019,19,0.53125,0,0.105,0.125625,0,2
RKB,2019,20,0.65625,0,0.08249999999999999,0.13125,0,1.75
RKB,2019,21,0.65625,0,0.12,0.08625,0,2
RKB,2019,22,0.65625,0.015,0.135,0.114375,0,2.5
RKB,2019,23,0.321875,0.045,0.234375,0.041249999999999995,0,2.5
RKB,2019,24,0.46875,0.01125,0.03,0.0525,0,1.875
RKB,2019,25,0.65625,0,0,0,0,1
RKB,2019,26,0.375,0.015,0.00375,0.15,0,1.625
RKB,2019,27,0.346875,0.0075,0.0075,0.17625,0.046875,1.5
RKB,2019,28,0.346875,0.01125,0.04875,0.20625,0.01875,2
RKB,2019,29,0.4375,0.01125,0.0225,0.07875,0,2.125
RKB,2019,30,0.4375,0.02625,0.0675,0.10124999999999999,0,2.625
RKB,2019,31,0.4375,0.01125,0.00375,0.01875,0,1.5
RKB,2021,1,0.625,0,0,0.01125,0.17625,1
RKB,2021,2,0.53125,0.015,0,0.01875,0,1.5
RKB,2021,3,0.53125,0.015,0,0.00375,0,1.5
RKB,2021,4,0.40625,0.01125,0.01875,0.06937499999999999,0.00375,2
RKB,2021,5,0.440625,0.0225,0.015,0.01125,0,2.25
RKB,2021,6,0.6875,0.015,0.015,0.06,0.00375,2
RKB,2021,7,0.46875,0.015,0.01125,0.234375,0.02625,1.875
RKB,2021,8,0.234375,0.01875,0.06,0.31,0.0225,2.625
RKB,2021,9,0.290625,0.03,0.01125,0.148125,0.00375,2.375
RKB,2021,10,0.15,0.01875,0,0.2625,0,1.625
RKB,2021,11,0.0525,0.02625,0.0225,0.16125,0.00375,2.375
RKB,2021,12,0.265625,0.0525,0,0.148125,0.00375,1.75
RKB,2021,13,0.353125,0.0225,0.00375,0.144375,0.0525,1.875
RKB,2021,14,0.440625,0.015,0,0.0075,0.04875,1.5
RKB,2021,15,0.29375,0.06,0.03,0.19125,0.17625,2.5
RKB,2021,16,0.3875,0.0375,0.02625,0.209375,0.11624999999999999,2.125
RKB,2021,17,0.18562499999999998,0,0.09,0.190625,0.550625,1.875
RKB,2021,18,0.394375,0.056249999999999994,0.105,0.13125,0,2.875
RKB,2021,19,0.08249999999999999,0.01125,0.378125,0.20625,0.250625,2.125
RKB,2021,20,0.0675,0.0375,0.163125,0.325,0.291875,2.5
RKB,2021,21,0.178125,0.03,0.178125,0.295,0.10124999999999999,3
RKB,2021,22,0.219375,0.03,0.15,0.26375,0.106875,3
RKB,2021,23,0.65625,0.015,0.135,0.0375,0,2.5
RKB,2021,24,0.515625,0.015,0.266875,0.056249999999999994,0,2.375
RKB,2021,25,0.475,0.02625,0.2375,0.076875,0,2.875
RKB,2021,26,0.71875,0.01875,0.09,0.0525,0,2.625
RKB,2021,27,0.625,0.0075,0.02625,0.01125,0,2.125
RKB,2021,28,0.471875,0,0,0.03,0,1
RKB,2021,29,0.625,0.015,0.07125,0.0675,0,2.375
RKB,2021,30,0.315625,0.07125,0.095625,0.133125,0,2.375
RKB,2021,31,0.166875,0.03,0.12,0.2175,0.14375,2.25
RKB,2022,1,0.6875,0.02625,0.03375,0.02625,0.103125,2.5
RKB,2022,2,0.5625,0.01125,0.03,0.056249999999999994,0.0225,2.375
RKB,2022,3,0.15,0.01875,0.0225,0.178125,0,2.375
RKB,2022,4,0.290625,0.0225,0.0075,0.20625,0,2
RKB,2022,5,0.53125,0,0,0,0.00375,1
RKB,2022,6,0.290625,0.0225,0.0075,0.13125,0,2
RKB,2022,7,0.346875,0.0225,0,0.19125,0,1.75
RKB,2022,8,0.15,0.015,0.02625,0.409375,0.130625,2.375
RKB,2022,9,0.440625,0.01125,0.0075,0.115625,0.325,1.625
RKB,2022,10,0.20625,0.03375,0.135,0.625,0.25625,2.625
RKB,2022,11,0.59375,0,0,0.110625,0.148125,1
RKB,2022,12,0.378125,0.01125,0,0.26875,0.23875,1.375
RKB,2022,13,0.46875,0.03375,0.01875,0.03,0.04875,1.75
RKB,2022,14,0.09375,0.08249999999999999,0.06375,0.488125,0.18125,2
RKB,2022,15,0.221875,0.0075,0.15125,0.21875,0.198125,1.625
RKB,2022,16,0.07125,0.045,0.163125,0.24875,0.1125,2.875
RKB,2022,17,0.1575,0.11624999999999999,0.29375,0.135,0,2.75
RKB,2022,18,0.06,0.0525,0.35625,0.235625,0.01875,2.25
RKB,2022,19,0.234375,0.06,0.19125,0.2625,0,3
RKB,2022,20,0.40625,0.056249999999999994,0.15,0.10124999999999999,0.01875,2.875
RKB,2022,21,0.4375,0.015,0.06,0.08625,0.144375,2.5
RKB,2022,22,0.5625,0,0,0.0225,0.20625,1
RKB,2022,23,0.4375,0.01875,0.02625,0.01875,0.0075,2.5
RKB,2022,24,0.346875,0.03,0.01875,0.07125,0.00375,2.625
RKB,2022,25,0.409375,0.02625,0.02625,0.056249999999999994,0.01875,2.75
RKB,2022,26,0.59375,0.0225,0.03,0.09,0,2.75
RKB,2022,27,0.11624999999999999,0.045,0.105,0.384375,0.056249999999999994,2.375
RKB,2022,28,0.440625,0.0225,0.02625,0.159375,0,2.625
RKB,2022,29,0.2625,0.0075,0.03,0.35,0.065625,2.25
RKB,2022,30,0.346875,0.0075,0,0.178125,0,1.25
RKB,2022,31,0.375,0.01125,0,0.0225,0,1.375
RKB,2023,1,0.46875,0,0,0.0075,0,1
RKB,2023,2,0.46875,0,0,0.00375,0,1
RKB,2023,3,0.346875,0.02625,0.0075,0.10124999999999999,0.01875,2.125
RKB,2023,4,0.5,0.03,0.015,0.144375,0.01875,2.5
RKB,2023,5,0.31875,0.01875,0.00375,0.178125,0.01875,1.75
RKB,2023,6,0.46875,0,0,0.041249999999999995,0,1
RKB,2023,7,0.46875,0,0,0.0075,0,1
RKB,2023,8,0.625,0.0225,0.03,0.0075,0.00375,2.75
RKB,2023,9,0.4375,0.06,0.15,0.07125,0,3
RKB,2023,10,0.15,0.03,0.06,0.163125,0.01875,3
RKB,2023,11,0.15,0.056249999999999994,0.09,0.2625,0.144375,2.875
RKB,2023,12,0.15,0.06,0.02625,0.20625,0.0075,2.875
RKB,2023,13,0.10124999999999999,0.02625,0.20625,0.384375,0.140625,2.75
RKB,2023,14,0.290625,0.09,0.15,0.178125,0.13125,3
RKB,2023,15,0.5625,0.0225,0.12,0.0225,0,2.75
RKB,2023,16,0.04875,0.056249999999999994,0.40625,0.163125,0.01875,2.5
RKB,2023,17,0.163125,0.0225,0.440625,0.105,0,2.75
RKB,2023,18,0.38125,0.041249999999999995,0.105,0.01125,0,2
RKB,2023,19,0.08625,0.105,0.12375,0.275,0.265625,2.625
RKB,2023,20,0.056249999999999994,0.133125,0.105,0.295,0.1875,2.875
RKB,2023,21,0.503125,0.02625,0.0075,0.114375,0.27875,2.125
RKB,2023,22,0.8125,0,0,0.0225,0,1
RKB,2023,23,0.08625,0.06375,0.133125,0.321875,0.3,2.5
RKB,2023,24,0.290625,0.045,0,0.48125,0.29375,2
RKB,2023,25,0.075,0.12,0.06,0.219375,0.07875,3
RKB,2023,26,0.321875,0.02625,0.0075,0.196875,0.01875,2.125
RKB,2023,27,0.4375,0,0,0.409375,0.09375,1
RKB,2023,28,0.178125,0.015,0.00375,0.2625,0.06375,1.625
RKB,2023,29,0.325,0.015,0.03375,0.534375,0.056249999999999994,2.125
RKB,2023,30,0.2625,0.01875,0.00375,0.20625,0,1.75
RKB,2023,31,0.440625,0.01875,0.045,0.18562499999999998,0.088125,2.625
