BASIN,y1,y2,ychange,dist_cent,TT,HW,SF,sg_rich,TMA,TDR
JON,2010,2016,6,3.6111700303566794,-1.0922842953253042,-0.05257812649493293,-1.987875857783542,-1.708823195421422,0.41167836297412985,2.1916873256092564
JON,2010,2017,7,3.24918822624238,-1.32067462823506,0.9426268092808215,-1.9752264406438729,-1.7267111684309793,0.697662441951695,0.7447909239514175
JON,2010,2018,8,3.425153731937277,-1.4583486748320817,1.2302828766095333,-2.09985867596638,-1.8081550800359247,0.26149702124745433,0.586591279280938
JON,2010,2019,9,3.4096468379744564,-1.8633518712140509,0.6175501267892578,-2.020804782946097,-1.8430821074576156,0.329184317087737,0.4281089399091409
JON,2010,2021,11,4.3008024022906115,-2.07251035984397,1.82016788389208,-1.5297751111305364,-1.7676512287680466,0.6696856868857082,2.2305401386024704
JON,2010,2022,12,4.002304526966393,-2.0261145100341027,1.9066799693180139,-1.1256336896270878,-1.4738847566727982,0.8601935358195958,2.0244882353732416
JON,2010,2023,13,3.4061872008511687,-2.024644124950791,2.3906027817049993,0.9650505693400746,-0.8997784246842999,0.2161038509055409,0.017918296842033443
JON,2011,2012,1,0.7910846765928135,-0.4333150612123772,-0.05788319819318627,-0.2081311557129043,-0.2894244535390732,0.11015454044871703,0.5435838882519883
JON,2011,2013,2,0.839840755516638,-0.4877393021172898,-0.0010546226814858728,-0.1879502941163722,0.0329893697282202,0.26305724847107737,0.6015222589574103
JON,2011,2014,3,0.8426481594017734,0.07189785591373621,-0.12021501113587707,-0.6440671339923907,-0.06557190900620236,-0.09173041439069007,-0.51273614334434
JON,2011,2015,4,1.2458126923755066,-0.5159012677560953,-0.17293213826328685,-0.8857937583857022,-0.5332354067910181,-0.12505235583554586,-0.4139818218431569
JON,2011,2016,5,2.9332529693101086,-1.140610636329609,-0.11162233756548312,-1.3098532878594726,-1.5936539053902683,0.2694342540793696,1.7211849374374388
JON,2011,2017,6,2.7052561237784998,-1.3690009692393648,0.8835825982102714,-1.2972038707198035,-1.6115418783998254,0.5554183330569349,0.2742885357796
JON,2011,2018,7,2.9253010614885944,-1.5066750158363864,1.171238665538983,-1.4218361060423106,-1.6929857900047711,0.11925291235269408,0.11608889110912048
JON,2011,2019,8,2.96511940182735,-1.9116782122183555,0.5585059157187076,-1.3427822130220277,-1.727912817426462,0.18694020819297674,-0.04239344826267665
JON,2011,2021,10,3.798896070317702,-2.1208367008482747,1.76112367282153,-0.851752541206467,-1.6524819387368925,0.5274415779909479,1.7600377504306528
JON,2011,2022,11,3.562842905084179,-2.074440851038407,1.8476357582474638,-0.44761111970301837,-1.3587154666416443,0.7179494269248357,1.5539858472014243
JON,2011,2023,12,3.641285539117776,-2.0729704659550956,2.331558570634449,1.643073139264144,-0.7846091346531461,0.07385974201078066,-0.4525840913297841
JON,2012,2013,1,0.37052060471982784,-0.0544242409049126,0.0568285755117004,0.020180861596532096,0.3224138232672934,0.15290270802236033,0.05793837070542196
JON,2012,2014,2,1.2867964211678204,0.5052129171261134,-0.0623318129426908,-0.4359359782794864,0.22385254453287085,-0.2018849548394071,-1.0563200315963284
JON,2012,2015,3,1.2292198734641104,-0.08258620654371818,-0.11504894007010058,-0.6776626026727979,-0.2438109532519449,-0.2352068962842629,-0.9575657100951452
JON,2012,2016,4,2.197743229641597,-0.7072955751172316,-0.05373913937229685,-1.1017221321465684,-1.304229451851195,0.15927971363065255,1.1776010491854505
JON,2012,2017,5,2.228613842692783,-0.9356859080269875,0.9414657964034576,-1.089072715006899,-1.3221174248607523,0.4452637926082178,-0.26929535247238834
JON,2012,2018,6,2.5077362366731997,-1.0733599546240093,1.2291218637321693,-1.2137049503294062,-1.4035613364656978,0.009098371903977054,-0.42749499714286787
JON,2012,2019,7,2.504284412476605,-1.4783631510059783,0.6163891139118939,-1.1346510573091233,-1.4384883638873887,0.07678566774425971,-0.585977336514665
JON,2012,2021,9,3.175307535872202,-1.6875216396358974,1.8190068710147163,-0.6436213854935627,-1.3630574851978194,0.41728703754223084,1.2164538621786645
JON,2012,2022,10,2.985859510746743,-1.64112578982603,1.90551895644065,-0.23947996399011406,-1.0692910131025712,0.6077948864761186,1.010401958949436
JON,2012,2023,11,3.61437892023088,-1.6396554047427183,2.389441768827635,1.8512042949770482,-0.49518468111407293,-0.03629479843793637,-0.9961679795817724
JON,2013,2014,1,1.3829663469979518,0.559637158031026,-0.1191603884543912,-0.4561168398760185,-0.09856127873442255,-0.35478766286176744,-1.1142584023017503
JON,2013,2015,2,1.4211996967057596,-0.028161965638805575,-0.17187751558180098,-0.69784346426933,-0.5662247765192383,-0.3881096043066232,-1.015504080800567
JON,2013,2016,3,2.3657527449525184,-0.652871334212319,-0.11056771488399725,-1.1219029937431004,-1.6266432751184885,0.006377005608292213,1.1196626784800285
JON,2013,2017,4,2.3846778766047194,-0.881261667122075,0.8846372208917572,-1.1092535766034313,-1.6445312481280456,0.29236108458585747,-0.3272337231778103
JON,2013,2018,5,2.6777399487055207,-1.0189357137190966,1.1722932882204689,-1.2338858119259384,-1.7259751597329913,-0.14380433611838328,-0.48543336784828983
JON,2013,2019,6,2.6824512169486754,-1.4239389101010658,0.5595605384001935,-1.1548319189056555,-1.7609021871546822,-0.07611704027810062,-0.643915707220087
JON,2013,2021,8,3.2350863406505774,-1.633097398730985,1.7621782955030159,-0.6638022470900948,-1.6854713084651127,0.26438432951987056,1.1585154914732425
JON,2013,2022,9,3.0089296779347596,-1.5867015489211174,1.8486903809289497,-0.25966082558664616,-1.3917048363698645,0.45489217845375823,0.952463588244014
JON,2013,2023,10,3.622442846278728,-1.5852311638378058,2.332613193315935,1.8310234333805162,-0.8175985043813663,-0.1891975064602967,-1.0541063502871943
JON,2014,2015,1,0.7976782441419074,-0.5877991236698316,-0.05271712712740978,-0.2417266243933115,-0.46766349778481575,-0.033321941444855785,0.09875432150118318
JON,2014,2016,2,3.0609475299436073,-1.2125084922433451,0.00859267357039395,-0.665786153867082,-1.5280819963840657,0.3611646684700597,2.233921080781779
JON,2014,2017,3,2.634125880602454,-1.440898825153101,1.0037976093461485,-0.6531367367274127,-1.545969969393623,0.647148747447625,0.7870246791239401
JON,2014,2018,4,2.802334796645818,-1.5785728717501226,1.29145367667486,-0.7777689720499199,-1.6274138809985685,0.21098332674338416,0.6288250344534605
JON,2014,2019,5,2.8188110505664357,-1.9835760681320918,0.6787209268545846,-0.698715079029637,-1.6623409084202594,0.2786706225836668,0.47034269508166343
JON,2014,2021,7,4.056822879961289,-2.192734556762011,1.881338683957407,-0.20768540721407638,-1.5869100297306904,0.619171992381638,2.272773893774993
JON,2014,2022,8,3.888051305392754,-2.146338706952143,1.967850769383341,0.19645601428937232,-1.293143557635442,0.8096798413155257,2.0667219905457643
JON,2014,2023,9,4.048545089918101,-2.144868321868832,2.451773581770326,2.2871402732565347,-0.7190372256469437,0.16559015640147073,0.06015205201455598
JON,2015,2016,1,2.5323687209593095,-0.6247093685735134,0.06130980069780373,-0.4240595294737705,-1.0604184985992502,0.39448660991491546,2.1351667592805956
JON,2015,2017,2,2.0279945907040267,-0.8530997014832693,1.056514736473558,-0.4114101123341012,-1.0783064716088073,0.6804706888924807,0.6882703576227569
JON,2015,2018,3,2.1820747338987787,-0.9907737480802912,1.3441708038022697,-0.5360423476566084,-1.159750383213753,0.24430526818823994,0.5300707129522774
JON,2015,2019,4,2.086792933677933,-1.39577694446226,0.7314380539819945,-0.4569884546363255,-1.1946774106354439,0.3119925640285226,0.37158837358048025
JON,2015,2021,6,3.5668432349678074,-1.6049354330921792,1.934055811084817,0.03404121717923511,-1.1192465319458744,0.6524939338264938,2.1740195722738096
JON,2015,2022,7,3.4595823972357618,-1.558539583282312,2.0205678965107507,0.4381826386826838,-0.8254800598506262,0.8430017827603815,1.9679676690445813
JON,2015,2023,8,3.8982497218498926,-1.5570691981990001,2.5044907088977357,2.5288668976498463,-0.251373727862128,0.19891209784632652,-0.038602269486627205
JON,2016,2017,1,1.7939819080053356,-0.22839033290975586,0.9952049357757544,0.0126494171396693,-0.017887973009557245,0.2859840789775653,-1.4468964016578387
JON,2016,2018,2,2.097863248984724,-0.36606437950677767,1.282861003104466,-0.1119828181828379,-0.09933188461450282,-0.1501813417266755,-1.6050960463283184
JON,2016,2019,3,2.0444414499137666,-0.7710675758887467,0.6701282532841908,-0.03292892516255497,-0.13425891203619367,-0.08249404588639284,-1.7635783857001155
JON,2016,2021,5,2.179315284405448,-0.9802260645186659,1.872746010387013,0.4581007466530056,-0.05882803334662445,0.2580073239115783,0.03885281299321397
JON,2016,2022,6,2.3955187702267726,-0.9338302147087983,1.9592580958129469,0.8622421681564543,0.23493843874862386,0.44851517284546605,-0.16719909023601454
JON,2016,2023,7,4.579986561918332,-0.9323598296254868,2.443180908199932,2.9529264271236166,0.809044770737122,-0.19557451206858892,-2.173769028767223
JON,2017,2018,1,0.5823520093451997,-0.13767404659702182,0.28765606732871163,-0.1246322353225072,-0.08144391160494557,-0.43616542070424075,-0.15819964467047953
JON,2017,2019,2,0.8073763854635401,-0.5426772429789908,-0.32507668249156374,-0.04557834230222427,-0.11637093902663642,-0.3684781248639581,-0.31668198404227665
JON,2017,2021,4,1.9348570252397543,-0.7518357316089099,0.8775410746112586,0.4454513295133363,-0.04094006033706721,-0.02797675506598693,1.4857492146510527
JON,2017,2022,5,1.9689628042721559,-0.7054398817990424,0.9640531600371924,0.849592751016785,0.2528264117581811,0.16253109386790077,1.2796973114218244
JON,2017,2023,6,3.5611089031080967,-0.7039694967157308,1.4479759724241776,2.9402770099839475,0.8269327437466794,-0.48155859104615417,-0.7268726271093842
JON,2018,2019,1,0.7593659519224135,-0.405003196381969,-0.6127327498202754,0.07905389302028293,-0.03492702742169085,0.06768729584028266,-0.15848233937179712
JON,2018,2021,3,1.9801466028647858,-0.6141616850118882,0.589885007282547,0.5700835648358435,0.040503851267878366,0.40818866563825384,1.6439488593215323
JON,2018,2022,4,2.065600933538848,-0.5677658352020206,0.6763970927084808,0.9742249863392922,0.3342703233631267,0.5986965145721415,1.4378969560923038
JON,2018,2023,5,3.4944669335691727,-0.5662954501187091,1.160319905095466,3.0649092453064544,0.9083766553516248,-0.045393170341913425,-0.5686729824389045
JON,2019,2021,2,2.2586580325462107,-0.20915848862991915,1.2026177571028223,0.49102967181556056,0.07543087868956921,0.3405013697979712,1.8024311986933295
JON,2019,2022,3,2.335890203541048,-0.1627626388200516,1.289129842528756,0.8951710933190093,0.3691973507848175,0.5310092187318589,1.596379295464101
JON,2019,2023,4,3.627110211507324,-0.16129225373674005,1.7730526549157415,2.9858553522861717,0.9433036827733157,-0.11308046618219608,-0.41019064306710745
JON,2021,2022,1,0.5813919261877005,0.04639584980986755,0.0865120854259338,0.4041414215034487,0.2937664720952483,0.1905078489338877,-0.2060519032292285
JON,2021,2023,2,3.5222829848914756,0.047866234893179094,0.570434897812919,2.494825680470611,0.8678728040837465,-0.4535818359801672,-2.212621841760437
JON,2022,2023,1,3.062011861821082,0.0014703850833115428,0.4839228123869852,2.0906842589671624,0.5741063319884983,-0.6440896849140549,-2.0065699385312086
RAN,2007,2008,1,1.0401818919720884,-0.32467099437540314,-0.8067813672983191,-0.4972666616290396,-0.0586497785754202,0.23728842174143444,0.13656945043090205
RAN,2007,2009,2,1.0916879423380816,0.1338028270472151,-0.4106842259409516,-0.480329586835297,-0.23471357462760056,0.765646660173399,0.3649603418801769
RAN,2007,2010,3,0.6482579937029641,0.2711414694805895,-0.3298589438498549,-0.4700426883562269,-0.03433194625677538,-0.06303731274428394,0.10872576916724552
RAN,2007,2011,4,0.7246933568332041,0.39513449652996846,-0.39407143505619624,-0.4432400893359386,0.1139241027225224,-0.05140382021386647,0.04091533275795334
RAN,2007,2012,5,1.3462127013356155,-0.09200333846629138,-1.046019552620676,-0.6003642110954828,-0.5854134979772304,-0.03036050173024625,-0.07482786138920772
RAN,2007,2013,6,1.1816949068966318,0.08601735843824096,-0.8060363691561597,-0.5854386600853021,-0.49805336515107757,0.35073288099019506,0.1596875247532899
RAN,2007,2014,7,1.3935694423863585,0.15555321647583034,-0.9109550617380249,-0.623814542564612,-0.823248452022261,-0.11428145878387573,0.08976087119120996
RAN,2007,2015,8,2.2835057940675014,-0.7311909246590867,-1.2158772871436594,-0.6720721966233252,-1.656643106817842,-0.06020190366717852,-0.040364288645891366
RAN,2007,2016,9,2.5108615695528447,-1.1202597445519042,-0.9304489073430946,-0.6902472607817213,-1.8273738932512613,0.5722138929178414,0.20135389496303577
RAN,2007,2017,10,2.4219309740834287,-1.1831871456957002,0.7545036158764491,-0.6901934415895447,-1.5150197403540835,0.17415285425219773,1.046212740313637
RAN,2007,2018,11,2.4738106663616155,-0.9735090673887589,1.0107865351900536,-0.6902126015346208,-1.6669612706998758,-0.2808904679026021,0.9034805591188884
RAN,2007,2019,12,2.32751877428108,-0.7069426662046273,-0.44072762234744456,-0.6902344255279563,-1.330799598451978,0.5422943508334789,1.4770919327721632
RAN,2007,2021,14,2.432061082883866,-1.0947184346468632,-0.52805769505267,-0.6337052345268235,-1.2365700490745026,0.601420046365195,1.4646753386718496
RAN,2007,2022,15,2.272427520390872,-1.1268457070081443,-0.8719032413341864,-0.6902182070483027,-1.4905429228528067,0.4277291407258802,0.5028506038023628
RAN,2007,2023,16,1.8716320814558927,-1.1517800597201728,-0.08742259418230625,-0.6821107913391808,-1.1252714892315487,0.626348752893221,0.2119972075351551
RAN,2008,2009,1,0.8542255805816944,0.4584738214226183,0.39609714135736745,0.016937074793742624,-0.17606379605218037,0.5283582384319645,0.22839089144927488
RAN,2008,2010,2,0.8214321695333338,0.5958124638559926,0.47692242344846414,0.027223973272812674,0.024317832318644816,-0.3003257344857184,-0.027843681263656522
RAN,2008,2011,3,0.9020216010283606,0.7198054909053716,0.4127099322421228,0.05402657229310098,0.1725738812979426,-0.2886922419553009,-0.09565411767294871
RAN,2008,2012,4,0.7181942897899621,0.23266765590911176,-0.23923818532235686,-0.10309754946644323,-0.5267637194018102,-0.2676489234716807,-0.21139731182010976
RAN,2008,2013,5,0.6188048012588119,0.41068835281364413,7.449981421593366e-4,-0.0881719984562625,-0.43940358657565737,0.11344445924876062,0.023118074322387855
RAN,2008,2014,6,0.9838116551911138,0.48022421085123346,-0.10417369443970584,-0.12654788093557234,-0.7645986734468408,-0.3515698805253102,-0.04680857923969209
RAN,2008,2015,7,1.742573849011658,-0.4065199302836836,-0.4090959198453404,-0.17480553499428558,-1.597993328242422,-0.297490325408613,-0.1769337390767934
RAN,2008,2016,8,1.9824867517462441,-0.795588750176501,-0.12366754004477558,-0.19298059915268168,-1.768724114675841,0.3349254711764069,0.06478444453213372
RAN,2008,2017,9,2.482807282789552,-0.8585161513202969,1.5612849831747682,-0.19292677996050506,-1.4563699617786632,-0.06313556748923671,0.9096432898827349
RAN,2008,2018,10,2.68423172004115,-0.6488380730133557,1.8175679024883726,-0.1929459399055813,-1.6083114921244555,-0.5181788896440365,0.7669111086879864
RAN,2008,2019,11,1.955954457505454,-0.38227167182922417,0.3660537449508745,-0.19296776389891673,-1.2721498198765577,0.30500592909204444,1.3405224823412611
RAN,2008,2021,13,1.9932959348769963,-0.7700474402714601,0.2787236722456491,-0.13643857289778383,-1.1779202704990825,0.3641316246237605,1.3281058882409476
RAN,2008,2022,14,1.7046122592355326,-0.8021747126327412,-0.0651218740358673,-0.19295154541926307,-1.4318931442773866,0.19044071898444576,0.3662811533714607
RAN,2008,2023,15,1.5907523264743304,-0.8271090653447696,0.7193587731160128,-0.1848441297101412,-1.0666217106561284,0.3890603311517865,0.07542775710425306
RAN,2009,2010,1,0.9044481905689365,0.1373386424333744,0.08082528209109668,0.01028689847907005,0.20038162837082518,-0.8286839729176829,-0.2562345727129314
RAN,2009,2011,2,0.9818710417496537,0.2613316694827533,0.01661279088475537,0.03708949749935836,0.34863767735012297,-0.8170504803872655,-0.32404500912222356
RAN,2009,2012,3,1.1912511131187558,-0.2258061655135065,-0.6353353266797243,-0.12003462426018585,-0.35069992334962985,-0.7960071619036452,-0.4397882032693846
RAN,2009,2013,4,0.6732554524953795,-0.047785468608974146,-0.3953521432152081,-0.10510907325000513,-0.263339790523477,-0.4149137791832039,-0.20527281712688702
RAN,2009,2014,5,1.2114922476925576,0.021750389428615235,-0.5002708357970733,-0.14348495572931497,-0.5885348773946605,-0.8799281189572747,-0.27519947068896694
RAN,2009,2015,6,2.0740088682866458,-0.8649937517063019,-0.8051930612027078,-0.1917426097880282,-1.4219295321902417,-0.8258485638405775,-0.40532463052606826
RAN,2009,2016,7,2.1184059768593366,-1.2540625715991194,-0.519764681402143,-0.2099176739464243,-1.5926603186236608,-0.19343276725555758,-0.16360644691714116
RAN,2009,2017,8,2.364174647391458,-1.316989972742915,1.1651878418174006,-0.20986385475424768,-1.2803061657264827,-0.5914938059212012,0.68125239843346
RAN,2009,2018,9,2.593712991811113,-1.1073118944359739,1.4214707611310051,-0.2098830146993239,-1.4322476960722752,-1.046537128076001,0.5385202172387115
RAN,2009,2019,10,1.7999842034218139,-0.8407454932518424,-0.03004339640649295,-0.20990483869265936,-1.0960860238243773,-0.22335230933992006,1.1121315908919864
RAN,2009,2021,12,1.9459252198461068,-1.2285212616940784,-0.11737346911171836,-0.15337564769152645,-1.001856474446902,-0.16422661380820402,1.0997149967916728
RAN,2009,2022,13,1.8858208466387867,-1.2606485340553595,-0.46121901539323473,-0.2098886202130057,-1.255829348225206,-0.33791751944751874,0.13789026192218581
RAN,2009,2023,14,1.6229085379381345,-1.2855828867673877,0.32326163175864536,-0.20178120450388382,-0.8905579146039482,-0.139297907280178,-0.15296313434502182
RAN,2010,2011,1,0.21663181574150348,0.12399302704937892,-0.06421249120634132,0.02680259902028831,0.14825604897929778,0.011633492530417469,-0.06781043640929219
RAN,2010,2012,2,1.0000972224228877,-0.36314480794688087,-0.716160608770821,-0.1303215227392559,-0.551081551720455,0.03267681101403769,-0.18355363055645324
RAN,2010,2013,3,0.8143540601290594,-0.18512411104234855,-0.4761774253063048,-0.11539597172907518,-0.4637214188943022,0.413770193734479,0.05096175558604438
RAN,2010,2014,4,1.0000270039013301,-0.11558825300475917,-0.58109611788817,-0.15377185420838502,-0.7889165057654857,-0.05124414603959179,-0.018964897976035566
RAN,2010,2015,5,2.117697816443572,-1.0023323941396762,-0.8860183432938045,-0.20202950826709826,-1.6223111605610667,0.0028354090771054163,-0.1490900578131369
RAN,2010,2016,6,2.4438328879124294,-1.3914012140324936,-0.6005899634932397,-0.22020457242549435,-1.793041946994486,0.6352512056621253,0.09262812579579024
RAN,2010,2017,7,2.5430213479213597,-1.4543286151762895,1.084362559726304,-0.22015075323331773,-1.480687794097308,0.23719016699648168,0.9374869711463913
RAN,2010,2018,8,2.5960611962092366,-1.2446505368693483,1.3406454790399085,-0.22016991317839396,-1.6326293244431005,-0.21785315515831813,0.794754789951643
RAN,2010,2019,9,2.221959854562365,-0.9780841356852168,-0.11086867849758963,-0.2201917371717294,-1.2964676521952025,0.6053316635777628,1.3683661636049178
RAN,2010,2021,11,2.3784702488535956,-1.3658599041274528,-0.19819875120281505,-0.1636625461705965,-1.2022381028177274,0.6644573591094789,1.3559495695046042
RAN,2010,2022,12,2.193944833075836,-1.397987176488734,-0.5420442974843315,-0.22017551869207574,-1.4562109765960312,0.4907664534701641,0.3941248346351172
RAN,2010,2023,13,1.9505181788718844,-1.4229215292007622,0.24243634966754868,-0.21206810298295387,-1.0909395429747732,0.6893860656375049,0.10327143836790958
RAN,2011,2012,1,1.0908437082901004,-0.48713783499625984,-0.6519481175644797,-0.1571241217595442,-0.6993376006997528,0.02104331848362022,-0.11574319414716105
RAN,2011,2013,2,0.9142352688147696,-0.3091171380917275,-0.4119649340999635,-0.14219857074936348,-0.6119774678736,0.40213670120406153,0.11877219199533656
RAN,2011,2014,3,1.114363893827691,-0.2395812800541381,-0.5168836266818286,-0.18057445322867333,-0.9371725547447834,-0.06287763857000926,0.04884553843325662
RAN,2011,2015,4,2.266700238870382,-1.1263254211890552,-0.8218058520874632,-0.22883210728738657,-1.7705672095403644,-0.008798083453312053,-0.0812796214038447
RAN,2011,2016,5,2.6131227554350596,-1.5153942410818726,-0.5363774722868984,-0.24700717144578266,-1.9412979959737837,0.6236177131317079,0.16043856220508243
RAN,2011,2017,6,2.7543178006656572,-1.5783216422256685,1.1485750509326453,-0.24695335225360604,-1.628943843076606,0.2255566744660642,1.0052974075556835
RAN,2011,2018,7,2.8064287177597502,-1.3686435639187273,1.4048579702462498,-0.24697251219868227,-1.7808853734223982,-0.2294866476887356,0.8625652263609351
RAN,2011,2019,8,2.4041764477702783,-1.1020771627345958,-0.04665618729124832,-0.24699433619201772,-1.4447237011745004,0.5936981710473453,1.43617660001421
RAN,2011,2021,10,2.5594915618516434,-1.4898529311768316,-0.13398625999647373,-0.1904651451908848,-1.350494151797025,0.6528238665790614,1.4237600059138964
RAN,2011,2022,11,2.371289141107395,-1.5219802035381127,-0.4778318062779901,-0.24697811771236405,-1.604467025575329,0.47913296093974667,0.4619352710444094
RAN,2011,2023,12,2.1373489751494383,-1.5469145562501412,0.30664884087389,-0.23887070200324217,-1.2391955919540711,0.6777525731070875,0.17108187477720177
RAN,2012,2013,1,0.5453141245588391,0.17802069690453234,0.2399831834645162,0.014925551010180726,0.08736013282615282,0.38109338272044135,0.23451538614249762
RAN,2012,2014,2,0.41324838285108956,0.24755655494212173,0.135064490882651,-0.023450331469129115,-0.2378349540450307,-0.08392095705362948,0.16458873258041767
RAN,2012,2015,3,1.2618104364290696,-0.6391875861927954,-0.16985773452298356,-0.07170798552784236,-1.0712296088406117,-0.02984140193693227,0.03446357274331635
RAN,2012,2016,4,1.7494526745194974,-1.0282564060856128,0.11557064527758126,-0.08988304968623845,-1.241960395274031,0.6025743946480876,0.2761817563522435
RAN,2012,2017,5,2.5697004847672886,-1.0911838072294087,1.800523168497125,-0.08982923049406183,-0.929606242376853,0.204513355982444,1.1210406017028447
RAN,2012,2018,6,2.6842456259648806,-0.8815057289224675,2.0568060878107293,-0.08984839043913806,-1.0815477727226455,-0.2505299661723558,0.9783084205080961
RAN,2012,2019,7,2.011117704051882,-0.6149393277383359,0.6052919302732314,-0.0898702144324735,-0.7453861004747475,0.5726548525637252,1.551919794161371
RAN,2012,2021,9,2.1137774934543296,-1.002715096180572,0.517961857568006,-0.0333410234313406,-0.6511565510972723,0.6317805480954412,1.5395032000610573
RAN,2012,2022,10,1.5722934724857436,-1.034842368541853,0.17411631128648952,-0.08985399595281984,-0.9051294248755762,0.4580896424561265,0.5776784651915705
RAN,2012,2023,11,1.6892896871209457,-1.0597767212538813,0.9585969584383697,-0.08174658024369796,-0.5398579912543183,0.6567092546234672,0.2868250689243628
RAN,2013,2014,1,0.5866820208266487,0.06953585803758938,-0.10491869258186517,-0.03837588247930984,-0.3251950868711835,-0.4650143397740708,-0.06992665356207994
RAN,2013,2015,2,1.54742451849968,-0.8172082830973277,-0.4098409179874997,-0.08663353653802308,-1.1585897416667645,-0.4109347846573736,-0.20005181339918127
RAN,2013,2016,3,1.8164390336908793,-1.2062771029901451,-0.12441253818693492,-0.10480860069641917,-1.3293205281001836,0.2214810119276463,0.04166637020974587
RAN,2013,2017,4,2.430733789292466,-1.269204504133941,1.5605399850326087,-0.10475478150424256,-1.0169663752030058,-0.17658002673799733,0.886525215560347
RAN,2013,2018,5,2.5986421677640394,-1.0595264258269999,1.8168229043462132,-0.10477394144931879,-1.168907905548798,-0.6316233488927971,0.7437930343655985
RAN,2013,2019,6,1.7997040572561365,-0.7929600246428683,0.36530874680871517,-0.10479576544265423,-0.8327462333009004,0.19156146984328382,1.3174044080188734
RAN,2013,2021,8,1.94550326659451,-1.1807357930851041,0.27797867410348975,-0.048266574441521326,-0.7385166839234252,0.25068716537499985,1.3049878139185598
RAN,2013,2022,9,1.6109248458010044,-1.2128630654463852,-0.06586687217802664,-0.10477954696300057,-0.9924895577017291,0.07699625973568514,0.34316307904907284
RAN,2013,2023,10,1.5905963327870474,-1.2377974181584137,0.7186137749738535,-0.09667213125387869,-0.6272181240804711,0.2756158719030259,0.05230968278186521
